"Отметка времени","If you weren't on master; what branch were you on? Please use the full code name of the branch, not short hand. The 'origin/' isn't needed.","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","Was this an observer game?","If this game was NOT an observer, which nation did you play? Please use the tag of the nation in capital letters.","If you did switch to any other nation, who was it? Please use the tag of the nation in capital letters. Note this is only if you legally switched, console commands don't count here.","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","When in real life did you start this game?","Did you crash?","If you did crash...","Were you in single-player or multi-player?","Who won the Spanish Civil War? If one side is close to winning put them down.","When did the Spanish Civil War end?","Who won the Indochinese civil war? If one side is close to winning put them down.","When did the Indochinese civil war end?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","Who won the French-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was NOT socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war? If one side is close to winning put them down.","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war? If one side is close to winning put them down.","Who won the Fourth Balkan War? If one side is close to winning put them down.","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?","If someone intervened in the League War, who was it?"
"2022/05/24 9:26:13 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-24","No","","Single-player","Carlists","1938","Indochina","1936","","","USA","","","1939","Yes, sided with USA","","Reichspakt","","Reichspakt","","1942","1943","1944","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, successfully","Italian Republic/Federation","Argentina","1941","Argentina","The Pact","The Ottoman Empire","","","","No","Armenia;Cyrenaica","Dominion of India","Yes","Before 1938","1940","","Did not happen","Did not happen","Did not happen","Did not happen","1941","Yes, Japan started the war","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Republic of East Turkestan","1940","Mongolia and Tibet","1940","Nanjing Clique","1936",""
"2022/05/24 9:26:27 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-24","No","","Single-player","CNT-FAI","1941","Indochina","1936","","","","","TEX","1943","Yes, declared war on CSA","","Reichspakt","","Reichspakt","","1944","","","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, was repelled","Sardinia","Argentina","","","The Pact","","The Ottoman Empire","","","No","Kurdistan;Armenia;Cyrenaica","Dominion of India","No","1939","1942","Did not happen","Did not happen","Did not happen","1938","Did not happen","1944","No","Nobody","Conquered only the coastal states","Xinjiang Clique","1937","Ma Clique","1941","Anqing Clique","1936",""
"2022/05/24 9:26:41 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-05-24","No","","Single-player","CNT-FAI","1938","Indochina","1937","","","USA","","","1943","Yes, sided with USA","","Internationale","","Russia","1941","","","","No","1940","","","1941","Internationale (not France)","1940","1941","1940","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania","Bharatiya Commune","No","Did not happen","Did not happen","Did not happen","1939","1939","Did not happen","Did not happen","Did not happen","Yes, Russia started the war","Nobody","","Republic of East Turkestan","1939","","","Anqing Clique","1936",""
"2022/05/25 2:30:56 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1940","2022-05-24","No","","Single-player","","","GEA (with or without Vietnam)","1936","","","","","","","Yes, sided with PSA","","","","","","","","","No","1940","","","","","1939","","1939","No","Yes, was repelled","No","Split between starting nations","Argentina","1938","","The Pact","","","","","No","Kurdistan;Armenia;Cyrenaica","Split between starting nations","No","1938","Did not happen","","Did not happen","Did not happen","1938","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1937","","","Nanjing Clique","1936",""
"2022/05/25 5:31:07 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-25","No","","Single-player","Carlists","1938","Indochina","1939","","","","","CSA","1940","No","","Internationale","","Russia","1943","","","","No","1940","","","1944","Internationale (not France)","1940","","1940","Yes, before WK2","Yes, was repelled","No","Socialist Republic of Italy","Argentina","1938","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Armenia;Tripolitania","Princely Federation/Hyderabad","Yes","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Kumul Khanate","1944","Mongolia and Tibet","1940","Anqing Clique","1936",""
"2022/05/25 5:31:21 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-25","No","","Single-player","CNT-FAI","1942","Indochina","1937","","USA","","","","1942","No","","Internationale","","Russia","1939","","","","No","1941","","","1941","Commune of France","1939","1940","1939","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","Yes","1938","1941","Did not happen","Did not happen","1939","Before 1938","Did not happen","1942","Yes, Russia started the war","Nobody","Conquered only the coastal states","Republic of East Turkestan","1939","Mongolia and Tibet","","Nanjing Clique","1936",""
"2022/05/25 5:31:34 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-05-25","No","","Single-player","CNT-FAI","1941","Indochina","1936","","USA","","","","1940","Yes, sided with USA","","Internationale","","Russia","1940","","","","No","1940","","","1942","Internationale (not France)","1939","1940","1939","Yes, during or after WK2","No","Yes, was repelled","Socialist Republic of Italy","","","Argentina","The Pact","","","","","No","Kurdistan;Armenia;Cyrenaica","Split between starting nations","No","Did not happen","Did not happen","Did not happen","1942","Did not happen","Did not happen","Did not happen","Did not happen","Yes, Russia started the war","Nobody","","","","Ma Clique","1941","Nanjing Clique","1937",""
"2022/05/25 5:31:46 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1943","2022-05-25","No","","Single-player","CNT-FAI","1939","Indochina","1937","","","","","","","Yes, sided with PSA","","Reichspakt","","","","1942","","","No","Did not join","","","","","1940","","1940","","Yes, successfully","Yes, was repelled","Two Sicilies","","","","The Pact","The Ottoman Empire","","","","No","Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","1938","1941","Did not happen","1940","1943","Did not happen","Did not happen","1942","Yes, someone else started the war","Zhili Qing","Could not push into China","Kumul Khanate","1941","","","Anqing Clique","1936",""
"2022/05/25 5:31:59 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-25","No","","Single-player","Carlists","1944","Indochina","1938","","","PSA","","","1941","Yes, sided with PSA","","Reichspakt","","","","1943","","","No","1940","","","","","1940","","1940","No","Yes, successfully","Yes, was repelled","Italian Republic/Federation","Argentina","1939","","The Pact","","","","","No","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","1938","Did not happen","Did not happen","Did not happen","1939","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","","","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/05/25 5:32:11 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-25","No","","Single-player","Kingdom of Spain","1938","Indochina","1937","","","USA","","","1938","Yes, sided with USA","","","","","","","1942","","No","1940","","","","","1942","","1941","No","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Chile","1938","","The Pact","","","","","No","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","Yes","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1941","Nanjing Clique","1936",""
"2022/05/25 5:32:25 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-05-25","No","","Single-player","CNT-FAI","1939","Indochina","1938","","","","","TEX","1942","Yes, declared war on CSA","","Internationale","","Russia","1940","","","","Yes, during or after WK2","1940","1942","USA/TEX/PSA","1941","Commune of France","1939","1940","1939","Yes, during or after WK2","Yes, was repelled","","Socialist Republic of Italy","Argentina","1938","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","1939","1942","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1942","Yes, Russia started the war","Nobody","Could not push into China","Republic of East Turkestan","1938","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/05/25 5:32:37 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-25","No","","Single-player","Kingdom of Spain","1939","Indochina","1937","","","","","","","Yes, sided with USA","","","","","","","","","No","1940","","","","","1940","","1940","No","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","","","","The Pact","The Ottoman Empire","","","","No","Armenia","Princely Federation/Hyderabad","No","1938","1941","Did not happen","Did not happen","1939","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Conquered only the coastal states","Xinjiang Clique","1936","","","Anqing Clique","1936",""
"2022/05/26 12:14:20 PM GMT+4","","Dev","Pelmen","Yes","","","1945","2022-05-26","No","","Single-player","CNT-FAI","1939","Indochina","1939","","USA","","","","1939","Yes, sided with USA","1941 or after","","","","","","","","No","1941","","","1941","Commune of France","Did not join","","Did not join","","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Hejaz;Kurdistan;Assyria;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","No","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1938","Mongolia and Tibet","1940","Nanjing Clique","1937",""
"2022/05/26 12:14:34 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-05-26","No","","Single-player","Carlists","1943","","","","","PSA","","","1940","Yes, sided with PSA","Mid 1940","","","","","","1941","","No","1940","","","","","1940","","1940","No","Yes, was repelled","Yes, successfully","Italian Republic/Federation","","","","The Pact","","The Ottoman Empire","","","Yes, and OTT won the war","Kurdistan;Assyria;Armenia","Princely Federation/Hyderabad","No","1938","Did not happen","Did not happen","1939","Did not happen","1940","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Kumul Khanate","1941","Mongolia and Tibet","1938","Anqing Clique","1937",""
"2022/05/26 12:14:47 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-05-26","No","","Single-player","CNT-FAI","1940","Indochina","1939","","","","","","","No","Late 1940","","","","","","1942","","No","1940","","","","","1940","","","","Yes, was repelled","Yes, successfully","ANI Italy","Argentina","1938","","","","","","","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","","","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/05/26 12:15:01 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-05-26","No","","Single-player","Carlists","1940","Indochina","1938","","","","","PSA","1939","Yes, sided with PSA","1941 or after","","","","","","","","No","1941","","","1941","Commune of France","Did not join","","Did not join","","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Hejaz;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania","Split between starting nations","Yes","1939","1942","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1942","No","Nobody","Could not push into China","Republic of East Turkestan","1942","Mongolia and Tibet","1938","Anqing Clique","1936",""
"2022/05/26 12:15:16 PM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-05-26","No","","Single-player","CNT-FAI","1942","Indochina","1937","","","PSA","","","1940","Yes, sided with PSA","Early 1939","Internationale","","Russia","1941","","","","No","1940","","","1942","Commune of France","1939","1941","1939","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1939","","The Pact","","","","","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, Russia started the war","Nobody","","","","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/05/27 9:12:32 AM GMT+4","","Dev","The Alpha Dog","Yes","","","1941","2022-05-27","No","","Single-player","Carlists","1939","Indochina","1938","","","","","","","Yes, declared war on CSA","","Internationale","","Russia","1941","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","","","","The Pact","","","","","No","Assyria;Armenia","Dominion of India","No","Did not happen","Did not happen","Did not happen","1939","1941","1940","Did not happen","Did not happen","No","","","Republic of East Turkestan","1938","","","Nanjing Clique","1936",""
"2022/05/27 5:46:45 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1941","2022-05-27","No","","Single-player","Carlists","1939","Indochina","1938","","","","","","","Yes, declared war on CSA","","Internationale","","Russia","1941","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","","","","The Pact","","","","","No","Assyria;Armenia","Dominion of India","No","Did not happen","Did not happen","Did not happen","1939","1941","1940","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","","","Nanjing Clique","1936",""
"2022/05/27 5:47:27 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1941","2022-05-27","No","","Single-player","Carlists","1939","Indochina","1938","","","","","","","Yes, declared war on CSA","","Internationale","","Russia","1941","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","","","","The Pact","","","","","No","Assyria;Armenia","Dominion of India","No","Did not happen","Did not happen","Did not happen","1939","1941","1940","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1938","","","Nanjing Clique","1936",""
"2022/05/27 5:47:39 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1943","2022-05-27","No","","Single-player","Kingdom of Spain","1940","Indochina","1936","","","USA","","","1941","No","","","","","","","","","No","1939","","","","","1939","","","","Yes, was repelled","Yes, was repelled","Split between starting nations","Argentina","1939","","Bulgaria","","The Ottoman Empire","","","Yes, and OTT won the war","Kurdistan;Armenia;Cyrenaica","Split between starting nations","No","1938","1941","Did not happen","1941","Did not happen","1939","Did not happen","Did not happen","No","Nobody","Conquered only the coastal states","","","","","Nanjing Clique","1936",""
"2022/05/27 5:47:52 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","Carlists","","Indochina","1938","","","PSA","","","1943","Yes, sided with PSA","","","","","","","1943","","No","1940","","","","","1940","","","","Yes, was repelled","Yes, successfully","Italian Republic/Federation","Argentina","1938","Argentina","Bulgaria","","The Ottoman Empire","","","No","Iraq;Armenia;Cyrenaica","Bharatiya Commune","No","1939","1942","Did not happen","1941","Did not happen","1944","1939","Did not happen","No","Nobody","Conquered only the coastal states","Republic of East Turkestan","1944","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/05/27 5:48:05 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1943","2022-05-27","No","","Single-player","Carlists","1941","Indochina","1938","","","USA","","","1939","No","","","","","","","1940","","No","1940","","","","","1939","","1939","No","Yes, was repelled","Yes, successfully","Italian Republic/Federation","","","","The Pact","","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania","Dominion of India","Yes","1939","1941","1943","Did not happen","Did not happen","Did not happen","Did not happen","1943","No","Nobody","Pushed back (with or without the Fading Sun)","","","Mongolia and Tibet","1941","Nanjing Clique","1936",""
"2022/05/27 5:48:17 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1943","2022-05-27","No","","Single-player","CNT-FAI","1938","","","","","USA","","","1940","Yes, sided with USA","","Internationale","","Russia","1941","","","","No","1940","","","1941","Internationale (not France)","1940","","","","No","Yes, was repelled","Socialist Republic of Italy","Peaceful Reunification","","","Bulgaria","","","","","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Did not happen","Did not happen","Did not happen","Did not happen","Before 1938","Did not happen","Did not happen","1942","Yes, Russia started the war","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1938","Nanjing Clique","1937",""
"2022/05/27 5:48:31 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","Kingdom of Spain","1939","Indochina","1938","","","USA","","","1943","No","","Internationale","","Russia","1940","","","","No","1940","","","1940","Internationale (not France)","1939","1940","1939","Yes, during or after WK2","No","No","Socialist Republic of Italy","Chile","1938","","The Pact","","","","","No","Cyprus;Armenia;Cyrenaica","Split between starting nations","No","","Did not happen","Did not happen","1941","1941","1940","","Did not happen","Yes, Russia started the war","Nobody","","Xinjiang Clique","1937","Mongolia and Tibet","1938","Shandong Clique","1937",""
"2022/05/27 5:48:43 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","CNT-FAI","1941","Indochina","1938","","","","","USA","1943","No","","","","Reichspakt","","","1941","1943","No","1940","","","","","1939","","","","Yes, was repelled","","Sardinia","","","Argentina","Bulgaria","","","","","No","Iraq;Hejaz;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","1938","1940","1944","Did not happen","","Did not happen","Did not happen","1942","Yes, Japan started the war","Nobody","Pushed back (with or without the Fading Sun)","","","Mongolia and Tibet","1941","Nanjing Clique","1936",""
"2022/05/27 5:48:57 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","CNT-FAI","1940","Indochina","1941","","","USA","","","1940","No","","Internationale","","Russia","1941","","","","No","1940","","","1942","Internationale (not France)","1940","1941","1940","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1937","","The Pact","","","","","No","Kurdistan;Assyria;Armenia;Cyrenaica","Bharatiya Commune","No","1938","1942","Did not happen","1942","Did not happen","1941","Did not happen","1942","Yes, Russia started the war","Nobody","Could not push into China","Republic of East Turkestan","1939","Ma Clique","1941","Nanjing Clique","1936",""
"2022/05/27 5:49:10 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","Carlists","1943","Indochina","1938","","","USA","","","1942","Yes, sided with PSA","","Internationale","","Russia","1941","","","","No","Did not join","","","1942","Internationale (not France)","1939","1941","1939","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Kurdistan;Assyria;Cyprus;Armenia","Bharatiya Commune","No","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","","","","","Ma Clique","1939","Anqing Clique","1937",""
"2022/05/27 5:49:25 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","Kingdom of Spain","1939","GEA (with or without Vietnam)","1937","","","","","NEE","1943","Yes, declared war on CSA","","Reichspakt","","","","1942","1943","","No","1943","","","","","1942","","","","Yes, successfully","Yes, successfully","Sardinia","","","","","The Ottoman Empire","","","","Yes, and OTT won the war","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","1938","Did not happen","Did not happen","1941","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","Kumul Khanate","1941","Mongolia and Tibet","1940","Nanjing Clique","1937",""
"2022/05/27 5:49:38 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-05-27","No","","Single-player","CNT-FAI","1939","","","","","","","NEE","1942","Yes, sided with PSA","","Internationale","","Russia","1942","","","","No","1940","","","1943","Internationale (not France)","1940","","1940","Yes, before WK2","Yes, was repelled","","Split between starting nations","Argentina","1938","","The Pact","","The Ottoman Empire","","","No","Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","No","1939","1941","Did not happen","Did not happen","1945","1940","Did not happen","1944","Yes, Russia started the war","Nobody","Could not push into China","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Anqing Clique","1936",""
"2022/05/27 5:49:50 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","Carlists","1940","GEA (with or without Vietnam)","","","","","","","","Yes, sided with PSA","","Reichspakt","","","","1943","","","No","1940","","","","","1939","1943","1940","Yes, during or after WK2","Yes, successfully","","Split between starting nations","Argentina","1938","","The Pact","","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Before 1938","1940","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Conquered only the coastal states","","","Ma Clique","1938","Anqing Clique","1936",""
"2022/05/27 5:50:03 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1943","2022-05-27","No","","Single-player","Kingdom of Spain","1939","GEA (with or without Vietnam)","1937","","","PSA","","","1941","Yes, sided with PSA","","Reichspakt","","Reichspakt","","1942","","","No","Did not join","","","","","1939","","","","Yes, successfully","Yes, was repelled","Split between starting nations","Argentina","1939","","","","","","","No","Cyprus;Armenia;Tripolitania","Split between starting nations","No","1938","1941","Did not happen","1941","Did not happen","Did not happen","Did not happen","1942","No","","Could not push into China","Republic of East Turkestan","1940","Ma Clique","1940","Nanjing Clique","1936",""
"2022/05/27 5:50:15 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-05-27","No","","Single-player","Kingdom of Spain","1942","Indochina","1938","","","USA","","","","Yes, sided with USA","","Internationale","","Russia","1943","","","","No","1940","","","1945","Commune of France","1940","","","","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","","","","Bulgaria","","","","","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","1938","1941","Did not happen","1938","Did not happen","1939","Did not happen","1944","Yes, Russia started the war","Nobody","Conquered only the coastal states","","","","","Nanjing Clique","1936",""
"2022/05/27 5:50:29 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1945","2022-05-27","No","","Single-player","CNT-FAI","1941","GEA (with or without Vietnam)","1937","","","","","","","No","","Internationale","","Russia","1941","","","","No","1940","","","1941","Commune of France","1940","1941","1940","Yes, during or after WK2","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1939","","The Pact","","","","","No","Hejaz;Kurdistan;Armenia","Bharatiya Commune","No","1938","1942","Did not happen","Did not happen","1942","1939","Did not happen","1942","Yes, Russia started the war","Nobody","Could not push into China","Republic of East Turkestan","1940","Mongolia and Tibet","1938","Left Kuomintang","1937",""
"2022/05/27 5:50:41 PM GMT+4","","Dev","The Alpha Dog","Yes","","","1944","2022-05-27","No","","Single-player","CNT-FAI","1939","","","","","","","","","Yes, sided with PSA","","Internationale","","Russia","1941","","","","Yes, during or after WK2","1939","1943","Internationale","1941","Commune of France","1940","1941","1940","Yes, during or after WK2","Yes, was repelled","No","Socialist Republic of Italy","Argentina","","","The Pact","","","","","No","Iraq;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, Russia started the war","Nobody","","Kumul Khanate","1940","","","Left Kuomintang","1936",""
"2022/05/31 11:30:57 AM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-05-31","No","","Single-player","Kingdom of Spain","1939","Indochina","1938","","","","","PSA","1940","Yes, sided with PSA","Late 1940","","","","","","","","No","1940","","","","","1941","","1941","No","Yes, was repelled","Yes, was repelled","Split between starting nations","","","","The Pact","","","","","No","Iraq;Cyprus;Armenia","Split between starting nations","No","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","No","Nobody","","","","Ma Clique","1939","Anqing Clique","1936",""
"2022/05/31 11:31:20 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-05-31","No","","Single-player","","","Indochina","1937","","","USA","","","1938","Yes, sided with USA","Mid 1939","Reichspakt","","","","1942","","","No","1939","","","","","1940","","1940","No","Yes, successfully","Yes, was repelled","Socialist Republic of Italy","Argentina","1937","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","","","","","Anqing Clique","1936",""
"2022/05/31 11:31:42 AM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-05-31","No","","Single-player","Carlists","1938","Indochina","1941","","","USA","","","1940","Yes, sided with USA","Late 1940","","","Reichspakt","","","1942","","No","1940","","","","","1941","","1941","No","Yes, was repelled","Yes, successfully","Split between starting nations","Argentina","1938","","The Pact","","","","","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","No","1939","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Conquered only the coastal states","Republic of East Turkestan","1940","Ma Clique","1942","Anqing Clique","1936",""
"2022/05/31 11:32:06 AM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-05-31","No","","Single-player","Carlists","1943","Indochina","1937","","","PSA","","","1943","Yes, sided with PSA","Mid 1939","Internationale","","Russia","1940","","","","No","1940","","","1941","Commune of France","1939","1941","1939","Yes, during or after WK2","No","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Armenia;Cyrenaica","Bharatiya Commune","Yes","1938","1942","Did not happen","1942","Did not happen","Did not happen","1942","1942","Yes, Russia started the war","Nobody","Could not push into China","Republic of East Turkestan","1942","Ma Clique","1942","Nanjing Clique","1936",""
