"Отметка времени","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","Who won the Spanish Civil War?","When did the Spanish Civil War end?","Who won the Indochinese War?","When did the Indochinese civil war end?","Who won the American Civil War?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","When did the 2nd Weltkrieg end?","Who won the Franco-German part of the 2nd Weltkrieg?","Who won the Russo-German part of the 2nd Weltkrieg?","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war?","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war?","Who won the Fourth Balkan War? If one side is close to winning put them down.","When did the Fourth Balkan War end?","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert?","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","When did the War in the Desert end?","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Which faction did Greece join?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?"
"2022/10/30 1:16:23 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1938, quarter 1","GEA (with or without Vietnam)","1936, quarter 4","Nobody","","","","Nobody","","Did not end","No","Late 1940","1943, quarter 4","Reichspakt","","","1943, quarter 4","","","No","1940, quarter 4","","","1943, quarter 2","Commune of France","1942, quarter 1","","1940, quarter 1","No","Yes, successfully","No","Two Sicilies","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","","","1939, quarter 1","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Moscow Accord","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Nanjing Clique","Quarter 2, 1937"
"2022/10/30 1:16:36 AM GMT+4","Dev","The Alpha Dog","1945","Carlists","1943, quarter 1","Nobody","Did not end","PSA","","","","","PSA","1942, quarter 1","Yes, declared war on CSA","Late 1940","1940, quarter 4","Reichspakt","","","1940, quarter 4","","1942, quarter 3","No","1940, quarter 4","","","","","Did not join","","Did not join","","No","No","Italian Republic/Federation","Chile","1938, quarter 2","Brazil","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 2","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Donau-Adriabund","1941, quarter 1","1943","Did not happen","1940","1940","Did not happen","1942","Did not happen","Started by Russia","Nobody","Conquered all of China","Nobody","Did not end","Mongolia and Tibet","1938","Left Kuomintang","Quarter 1, 1937"
"2022/10/30 1:16:49 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","Nobody","Did not end","TEX","","","","","TEX","1941, quarter 4","Yes, sided with USA","Late 1940","1941, quarter 4","Reichspakt","Reichspakt","","1941, quarter 4","","","No","1940, quarter 3","","","","","Did not join","","Did not join","","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 1","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania","Bharatiya Commune","No","Donau-Adriabund","1940, quarter 1","1941","Did not happen","1939","Did not happen","Did not happen","1940","Did not happen","No","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Nobody","Did not end","Mongolia and Tibet","1938","Anqing Clique","Quarter 1, 1937"
"2022/10/30 1:17:04 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 2","Indochina","1940, quarter 2","TEX","","","","","TEX","1941, quarter 2","Yes, sided with NEE","Late 1940","1942, quarter 1","Reichspakt","Reichspakt","","1942, quarter 1","","","No","1940, quarter 4","","","1937, quarter 2","Native Rebels","Did not join","","Did not join","","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","Nobody","","","","Did not end","No","Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Moscow Accord","1938, quarter 2","1942","Did not happen","1942","Did not happen","Did not happen","1941","Did not happen","No","Nobody","Could not push into China","Republic of East Turkestan","1943","Mongolia and Tibet","1943","Anqing Clique","Quarter 4, 1936"
"2022/10/30 1:17:17 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1944, quarter 2","USA","USA","","","","","1938, quarter 3","No","Early 1940","1942, quarter 4","Reichspakt","Reichspakt","","1942, quarter 4","","","No","1940, quarter 3","","","","","1940, quarter 2","","1940, quarter 2","No","No","No","Split between starting nations","Argentina","1939, quarter 4","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 3","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Dominion of India","No","Moscow Accord","1939, quarter 1","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","Could not push into China","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Left Kuomintang","Quarter 1, 1937"
"2022/10/30 1:17:31 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 4","Indochina","1939, quarter 3","CSA","","","","","CSA","1941, quarter 4","Yes, declared war on CSA","Late 1940","1941, quarter 4","Internationale","Russia","1941, quarter 4","","","","Yes, during or after WK2","1940, quarter 4","1942, quarter 4","Someone else","1942, quarter 2","Commune of France","1940, quarter 4","","1941, quarter 1","No","Yes, was repelled","No","Socialist Republic of Italy, on its own","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 1","The Cairo Pact","","Nobody","","1940, quarter 3","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","No","Reichspakt","1938, quarter 2","Did not happen","1944","1944","Did not happen","Did not happen","Did not happen","Did not happen","Started by Russia","Nobody","Pushed back (with or without the Fading Sun)","Republic of East Turkestan","1943","Mongolia and Tibet","1939","Anqing Clique","Quarter 4, 1936"
"2022/10/30 1:17:45 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 4","Nobody","Did not end","Nobody","","","","Nobody","","Did not end","Yes, sided with PSA","Late 1940","1943, quarter 1","Reichspakt","Nobody","","1943, quarter 1","","","No","1941, quarter 3","","","","","1941, quarter 4","","1941, quarter 4","No","Yes, successfully","Yes, was repelled","Split between starting nations","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","","","1942, quarter 2","Yes, but OTT still lost the war","Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Reichspakt","Did not happen","Did not happen","Did not happen","1942","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Mongolia and Tibet","1941","Anqing Clique","Quarter 1, 1937"
"2022/10/30 1:17:59 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","Nobody","Did not end","PSA","","","","","PSA","1942, quarter 3","Yes, sided with NEE","Early 1940","Did not end","Nobody","Nobody","","","","","No","1941, quarter 4","","","1942, quarter 2","Commune of France","1940, quarter 2","1941, quarter 4","1940, quarter 3","Yes, during or after WK2","Yes, was repelled","No","Italian Republic/Federation","Chile","1938, quarter 1","Did not happen","The Pact","1937, quarter 4","The Cairo Pact","","Nobody","","1940, quarter 1","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Belgrade Pact","1939, quarter 1","Did not happen","Did not happen","Did not happen","Did not happen","1941","Did not happen","Did not happen","No","Nobody","","Xinjiang Clique","1936","Mongolia and Tibet","1939","Nanjing Clique","Quarter 1, 1937"
"2022/10/30 1:18:12 AM GMT+4","Dev","The Alpha Dog","1942","CNT-FAI","1938, quarter 4","GEA (with or without Vietnam)","1937, quarter 4","Nobody","","","Nobody","","","Did not end","No","1941 or after","1941, quarter 3","Reichspakt","Nobody","","1941, quarter 3","","","No","1941, quarter 2","","","","","1942, quarter 1","","1939, quarter 3","No","No","No","Split between starting nations","Chile","1939, quarter 1","Did not happen","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 2","Yes, but OTT still lost the war","Iraq;Hejaz;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Reichspakt","1939, quarter 1","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1939","Nanjing Clique","Quarter 1, 1937"
"2022/10/30 1:18:25 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 2","GEA (with or without Vietnam)","1938, quarter 4","Nobody","","","","","Nobody","Did not end","Yes, sided with PSA","Late 1940","1943, quarter 3","Reichspakt","","","1943, quarter 3","","","No","1941, quarter 1","","","","","1940, quarter 4","","1940, quarter 4","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 2","Did not happen","The Pact","1937, quarter 3","","Nobody","","","Did not end","No","Iraq;Kurdistan;Armenia;Cyrenaica","Bharatiya Commune","Yes","Moscow Accord","1939, quarter 2","1941","Did not happen","Did not happen","1943","Did not happen","1942","Did not happen","Started by Transamur","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Xinjiang Clique","1936","Mongolia and Tibet","1938","Nanjing Clique","Quarter 1, 1937"
"2022/10/30 1:18:39 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1937, quarter 3","TEX","","TEX","","","","1943, quarter 3","No","Late 1940","1941, quarter 2","Reichspakt","Reichspakt","","1941, quarter 2","","","No","1941, quarter 1","","","","","Did not join","","Did not join","","No","No","Split between starting nations","Argentina","1938, quarter 4","Did not happen","","1938, quarter 1","The Cairo Pact","","","","1940, quarter 1","Yes, but OTT still lost the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1938, quarter 3","Did not happen","Did not happen","1940","Did not happen","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936"
"2022/10/30 1:18:52 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","Nobody","Did not end","Nobody","","","","","Nobody","Did not end","Yes, declared war on CSA","Late 1940","1941, quarter 3","Reichspakt","Nobody","","1941, quarter 3","1944, quarter 2","","No","1941, quarter 1","","","","","1941, quarter 1","","1941, quarter 2","No","Yes, successfully","No","Italian Republic/Federation","Chile","1938, quarter 2","Brazil","The Pact","1937, quarter 3","The Cairo Pact","","","","1939, quarter 3","Yes, but OTT still lost the war","Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1938, quarter 3","1941","Did not happen","1940","1940","Did not happen","Did not happen","Did not happen","No","Nobody","Could not push into China","Republic of East Turkestan","1938","Mongolia and Tibet","1939","Anqing Clique","Quarter 1, 1937"
"2022/10/30 1:19:05 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","Indochina","1939, quarter 3","USA","","USA","","","","1940, quarter 3","Yes, sided with USA","Late 1940","1941, quarter 2","Reichspakt","","","1941, quarter 2","","","No","1941, quarter 1","","","","","Did not join","","Did not join","","No","Yes, was repelled","Two Sicilies","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 3","Nobody","","","","Did not end","Yes, and the war did not end","Cyprus;Armenia;Tripolitania","Bharatiya Commune","No","Moscow Accord","1938, quarter 3","Did not happen","Did not happen","Did not happen","Did not happen","1942","1941","Did not happen","Started by Transamur","Nobody","","Xinjiang Clique","1937","Nobody","Did not end","Nanjing Clique","Quarter 4, 1936"
"2022/10/30 1:19:18 AM GMT+4","Dev","The Alpha Dog","1946","CNT-FAI","1937, quarter 3","GEA (with or without Vietnam)","1938, quarter 4","Nobody","","","Nobody","","","Did not end","Yes, sided with PSA","Late 1940","1943, quarter 1","Reichspakt","Reichspakt","","1943, quarter 1","","","No","1942, quarter 3","","","","","1941, quarter 2","","1941, quarter 2","No","Yes, successfully","No","Split between starting nations","Chile","1938, quarter 2","Brazil","The Pact","1938, quarter 3","","The Ottoman Empire","","","1945, quarter 2","No","Kurdistan;Armenia;Cyrenaica","Princely Federation/Hyderabad","No","Moscow Accord","Did not happen","Did not happen","Did not happen","Did not happen","1942","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","","Nobody","Did not end","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936"
"2022/10/30 1:19:32 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 3","Nobody","Did not end","CSA","","CSA","","","","1942, quarter 1","No","Early 1940","1941, quarter 2","Internationale","Russia","1941, quarter 2","","","","Yes, during or after WK2","1941, quarter 1","1942, quarter 4","Internationale","1941, quarter 4","Commune of France","1941, quarter 2","1943, quarter 2","1941, quarter 2","Yes, during or after WK2","No","No","Socialist Republic of Italy, with INT aid","Argentina","1939, quarter 3","Did not happen","The Pact","1937, quarter 3","The Cairo Pact","","Nobody","","1941, quarter 1","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Moscow Accord","1938, quarter 2","1941","Did not happen","Did not happen","1942","1941","Did not happen","Did not happen","No","Nobody","Conquered all of China","Xinjiang Clique","1937","Mongolia and Tibet","1941","Left Kuomintang","Quarter 1, 1937"
"2022/10/30 1:19:45 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 2","Indochina","1942, quarter 3","CSA","","CSA","","","","1942, quarter 1","No","Late 1940","1941, quarter 1","Reichspakt","Reichspakt","","1941, quarter 1","","","Yes, during or after WK2","1940, quarter 4","1942, quarter 4","CSA","","","1940, quarter 4","","","","Yes, successfully","No","Italian Republic/Federation","Chile","1938, quarter 2","Brazil","Bulgaria","1938, quarter 1","","Nobody","","","Did not end","No","Iraq;Armenia","Princely Federation/Hyderabad","No","Moscow Accord","1939, quarter 2","1941","Did not happen","1939","Did not happen","Did not happen","Did not happen","1944","No","Nobody","Conquered only the coastal states","Nobody","Did not end","Ma Clique","1939","Anqing Clique","1938 or later"
"2022/10/30 1:19:58 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1938, quarter 1","GEA (with or without Vietnam)","1939, quarter 4","CSA","","","","","CSA","1944, quarter 4","No","Mid 1940","Did not end","Nobody","Nobody","","","","","No","1940, quarter 3","","","","","1944, quarter 4","","1942, quarter 4","No","Yes, was repelled","No","Socialist Republic of Italy, on its own","Chile","1938, quarter 2","Brazil","The Pact","1937, quarter 3","Nobody","","","","Did not end","No","Kurdistan;Armenia;Cyrenaica","Dominion of India","No","Reichspakt","1938, quarter 2","1942","Did not happen","1941","1944","Did not happen","1941","Did not happen","No","Nobody","Conquered all but the interior (Sichuan, Yunnan, Shanxi)","Republic of East Turkestan","1940","Mongolia and Tibet","1940","Anqing Clique","Quarter 1, 1937"
"2022/10/30 1:20:12 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 2","GEA (with or without Vietnam)","1941, quarter 3","PSA","","","","PSA","","1942, quarter 1","No","Late 1940","1941, quarter 3","Reichspakt","Reichspakt","","1941, quarter 3","","","Yes, during or after WK2","1941, quarter 1","1944, quarter 2","USA/TEX/PSA","","","1940, quarter 4","","1940, quarter 4","No","No","No","Split between starting nations","Chile","1938, quarter 2","Brazil","The Pact","1937, quarter 2","","Nobody","","","Did not end","No","Armenia;Cyrenaica","Split between starting nations","Yes","Moscow Accord","1941, quarter 1","1942","Did not happen","Did not happen","1940","Did not happen","Did not happen","Did not happen","Started by Transamur","Nobody","Could not push into China","Republic of East Turkestan","1940","Ma Clique","1941","Left Kuomintang","Quarter 4, 1936"
"2022/10/30 1:20:26 AM GMT+4","Dev","The Alpha Dog","1945","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1937, quarter 3","USA","","USA","","","","1940, quarter 4","No","Late 1940","1941, quarter 3","Reichspakt","Reichspakt","","1941, quarter 3","Second Peace with Honour","","No","1940, quarter 4","","","","","1940, quarter 4","","Did not join","","No","No","Italian Republic/Federation","Chile","1938, quarter 1","Brazil","The Pact","1937, quarter 2","The Cairo Pact","","","","1943, quarter 4","Yes, but OTT still lost the war","Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1939, quarter 3","1941","Did not happen","1941","Did not happen","Did not happen","1941","Did not happen","Started by Transamur","Nobody","Conquered only the coastal states","Republic of East Turkestan","1938","Mongolia and Tibet","1944","Left Kuomintang","Quarter 4, 1936"
"2022/10/30 1:20:39 AM GMT+4","Dev","The Alpha Dog","1944","CNT-FAI","1937, quarter 2","GEA (with or without Vietnam)","1937, quarter 4","PSA","","","","","PSA","1943, quarter 1","No","Late 1940","Did not end","Nobody","Nobody","","","","","No","1941, quarter 1","","","","","1940, quarter 4","","1940, quarter 4","No","Yes, was repelled","No","Socialist Republic of Italy, on its own","Chile","1939, quarter 1","Argentina","The Pact","1937, quarter 2","The Cairo Pact","","","","1939, quarter 1","Yes, but OTT still lost the war","Iraq;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Moscow Accord","1938, quarter 3","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Conquered only the coastal states","Xinjiang Clique","1936","Ma Clique","1940","Anqing Clique","Quarter 4, 1936"
"2022/10/30 1:20:52 AM GMT+4","Dev","The Alpha Dog","1946","CNT-FAI","1937, quarter 4","GEA (with or without Vietnam)","1937, quarter 4","Nobody","","","Nobody","","","Did not end","No","Late 1940","1942, quarter 3","Reichspakt","Nobody","","1942, quarter 3","","","No","1941, quarter 1","","","","","1942, quarter 1","","1942, quarter 1","No","No","Yes, was repelled","Two Sicilies","Chile","1938, quarter 1","Did not happen","The Pact","1938, quarter 4","The Ottoman Empire","","","","1946, quarter 2","Yes, and OTT won the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","Yes","Moscow Accord","Did not happen","Did not happen","Did not happen","1940","1943","1938","Did not happen","Did not happen","Started by Transamur","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Nanjing Clique","Quarter 4, 1936"
